1,0.1911901012564691
2,41059.19301609471
3,84892.76609820369
4,74800.55145289689
5,0.18714835297867533
6,41059.16938349158
7,74800.57457110865
8,41059.16502164019
9,74800.54975856174
10,0.18373254676546225
11,74800.54630977864
12,0.19676577376078142
13,0.19817837359422563
14,0.1870107194642715
15,74800.59414130187
16,74800.55762714239
17,74800.54017773063
18,0.19804842675913542
19,41059.191799752705
20,0.18396973247304269
21,0.1970886982099781
22,74800.56427927018
23,0.19169686518063628
24,0.19138199228018907
25,84892.74239953875
26,33741.575665150034
27,41059.19326308317
28,0.1596180932962757
29,0.18762086488450738
30,74800.55964702087
31,41059.15425348355
32,74800.55996376747
33,0.1821284006140673
34,0.17207540268464946
35,96316.42267700532
36,0.19964630877465545
37,0.17583915559287522
38,0.18331589444033639
39,33741.57355676349
40,33741.56685711169
41,74800.56869038551
42,0.1799512506433285
43,41059.16752036848
44,74800.5480227622
45,0.18045825448109018
46,41059.17052102717
47,0.19874299912643378
48,41059.16067465458
49,74800.55405210408
50,0.1963087170784953
51,74800.54413062322
52,41059.1756790609
53,0.1888987613970909
54,41059.18128943075
55,0.19212238323008798
56,0.20013951551817205
57,0.18727326313299203
58,74800.57417679596
59,41059.16951965123
60,0.18737002977937872
61,74800.54869293215
62,33741.56348956373
63,74800.55834413914
64,41059.20973819505
65,0.19272149763347624
66,0.19408786708519266
67,0.20536384216118928
68,0.2007180790606679
69,41059.168866539985
70,0.21112314502617605
71,0.19698915470468356
72,41059.15956392364
73,41059.16302275178
74,0.1931168895873396
75,74800.56159452554
76,41059.18166582953
77,0.19948562421275595
78,0.1879078044502914
79,41059.16377384023
80,74800.57299729221
81,0.19108332338202044
82,0.15203291809657724
83,0.18037919663434912
84,41059.195194414904
85,0.17884500641167964
86,41059.16022023146
87,41059.17615582614
88,0.1919371207578342
89,0.18965153391888004
90,74800.55685616286
91,0.18932364080076292
92,0.19664558013229996
93,0.2013936878452916
94,0.19128849169395107
95,0.187991320282735
96,76718.59505784173
97,0.1811163818205944
98,41059.171299384274
99,41059.1770337374
100,96316.44216621805
101,74800.56591024857
