1,0.3050591141224531
2,0.3179797705979405
3,0.30075840380104735
4,0.28480937882936497
5,0.2725697579711821
6,0.3178306911095331
7,0.32878414457372857
8,0.3198517680381494
9,0.31728448565845613
10,0.2803021667814715
1,0.3050591141224531
2,0.3179797705979405
3,0.30075840380104735
4,0.28480937882936497
5,0.2725697579711821
6,0.3178306911095331
7,0.32878414457372857
8,0.3198517680381494
9,0.31728448565845613
10,0.2803021667814715
11,0.2833525828840511
12,0.2947148097846373
13,0.34458774928146996
14,0.3084485382440044
15,0.2733760561793873
16,0.26890095576374523
17,0.3279670156988042
18,0.29268876544615413
19,0.3179925098100941
20,0.29460996069492007
21,0.2793224437876594
22,0.29708199393650364
23,0.27323927365510026
1,0.3050591141224531
2,0.3179797705979405
3,0.30075840380104735
4,0.28480937882936497
5,0.2725697579711821
